Boo-split, b1040223_M1c_PMdabc001.nev, PMd,50,3.974718,3.667005,96
Boo-split, b1040224_M1c_PMdabc001.nev, M1,0, NaN, NaN ,32
Boo-split, b1040224_M1c_PMdabc001.nev, PMd,49,3.73936,3.571369,96
Boo-split, b1040225_M1c_PMdabc001.nev, M1,0, NaN, NaN ,32
Boo-split, b1040225_M1c_PMdabc001.nev, PMd,49,3.727365,3.638039,96
Boo-split, b1040226_M1c_PMdabc001.nev, M1,0, NaN, NaN ,32
Boo-split, b1040226_M1c_PMdabc001.nev, PMd,45,3.182494,2.796357,96
Boo-split, b1040227_M1c_PMdabc001.nev, M1,0, NaN, NaN ,32
Boo-split, b1040227_M1c_PMdabc001.nev, PMd,52,3.282843,3.121485,96
Boo-split, b1040301_M1c_PMdabc001.nev, M1,0, NaN, NaN ,32
Boo-split, b1040301_M1c_PMdabc001.nev, PMd,51,4.001322,4.158473,96
Boo-split, b1040302_M1c_PMdabc001.nev, M1,0, NaN, NaN ,32
Boo-split, b1040302_M1c_PMdabc001.nev, PMd,49,3.968984,3.408011,96
Boo-split, b1040303_M1c_PMdabc001.nev, M1,0, NaN, NaN ,32
Boo-split, b1040303_M1c_PMdabc001.nev, PMd,18,4.730145,4.188884,96
Boo-split, B1040303_M1c_PMdabc002.nev, M1,0, NaN, NaN ,32
Boo-split, B1040303_M1c_PMdabc002.nev, PMd,50,3.997308,3.596997,96
Boo-split, b1040303_M1c_PMdabc002.nev, M1,0, NaN, NaN ,32
Boo-split, b1040303_M1c_PMdabc002.nev, PMd,50,3.997308,3.596997,96
Boo-split, B1040304_M1CPMdABC001.nev, M1,0, NaN, NaN ,32
Boo-split, B1040304_M1CPMdABC001.nev, PMd,32,4.247907,4.152687,96
Boo-split, B1040304_M1CPMdABC002.nev, M1,0, NaN, NaN ,32
Boo-split, B1040304_M1CPMdABC002.nev, PMd,44,3.790142,3.666719,96
Boo-split, B1040305_M1CPMdABC001.nev, M1,3,5.403032,5.403032,32
Boo-split, B1040305_M1CPMdABC001.nev, PMd,25,3.522974,2.804185,96
Boo-split, B1040305_M1CPMdABC002.nev, M1,4,3.326502,3.948164,32
Boo-split, B1040305_M1CPMdABC002.nev, PMd,24,2.850027,2.019277,96
Boo-split, B1040308_M1CPMdABC001.nev, M1,0, NaN, NaN ,32
Boo-split, B1040308_M1CPMdABC001.nev, PMd,34,3.868511,4.034707,96
Boo-split, B1040309_M1CPMdABC001.nev, M1,0, NaN, NaN ,32
Boo-split, B1040309_M1CPMdABC001.nev, PMd,42,3.491263,2.846872,96
Boo-split, B1040310_M1C_PMdABC001.nev, M1,0, NaN, NaN ,32
Boo-split, B1040310_M1C_PMdABC001.nev, PMd,34,2.209849,1.622454,96
Boo-split, B1040311_M1C_PMdABC001.nev, M1,0, NaN, NaN ,32
Boo-split, B1040311_M1C_PMdABC001.nev, PMd,44,3.70812,3.375315,96
Boo-split, B1040312_M1C_PMdABC001.nev, M1,0, NaN, NaN ,32
Boo-split, B1040312_M1C_PMdABC001.nev, PMd,42,2.938601,2.655043,96
Boo-split, B1040315_M1C_PMdABC001.nev, M1,0, NaN, NaN ,32
Boo-split, B1040315_M1C_PMdABC001.nev, PMd,40,3.955858,4.238237,96
Boo-split, B1040316_M1C_PMdABC001.nev, M1,0, NaN, NaN ,32
Boo-split, B1040316_M1C_PMdABC001.nev, PMd,40,3.784952,3.928913,96
Boo-split, B1040317_M1C_PMdABC001.nev, M1,0, NaN, NaN ,32
Boo-split, B1040317_M1C_PMdABC001.nev, PMd,41,2.806724,2.938012,96
Boo-split, B1040318_M1C_PMdABC001.nev, M1,0, NaN, NaN ,32
Boo-split, B1040318_M1C_PMdABC001.nev, PMd,43,4.037982,3.960022,96
Boo-split, B1040319_M1C_PMdABC001.nev, M1,0, NaN, NaN ,32
Boo-split, B1040319_M1C_PMdABC001.nev, PMd,34,4.068562,4.229243,96
Boo-split, b1040322_M1c_PMdabc001.nev, M1,0, NaN, NaN ,32
Boo-split, b1040322_M1c_PMdabc001.nev, PMd,22,2.77209,2.556974,96
Boo-split, b1040323_M1c_PMdabc001.nev, M1,0, NaN, NaN ,32
Boo-split, b1040323_M1c_PMdabc001.nev, PMd,35,4.280997,4.639781,96
Boo-split, b1040324_M1c_PMdabc001.nev, M1,0, NaN, NaN ,32
Boo-split, b1040324_M1c_PMdabc001.nev, PMd,28,3.824925,3.862548,96
Boo-split, b1040329_m1c_PMdabc001.nev, M1,0, NaN, NaN ,32
Boo-split, b1040329_m1c_PMdabc001.nev, PMd,37,2.348089,1.833709,96
Boo-split, b1040330_m1c_PMdabc001.nev, M1,0, NaN, NaN ,32
Boo-split, b1040330_m1c_PMdabc001.nev, PMd,47,3.668057,3.889815,96
Boo-split, b1040331_M1c_PMdabc001.nev, M1,0, NaN, NaN ,32
